.,592497
",",520789
),149216
og,107935
(,102948
i,97076
;,90569
',74914
»,69307
«,67296
©,64023
^,62453
!,59363
:,51324
at,46289
/,43718
som,43104
f,43019
>,42167
er,40335
n,36536
til,36031
"""",34160
det,33758
-,33442
paa,31344
en,31060
l,29268
3,28944
han,25913
m,24562
med,22799
<,22641
t,21174
2,21018
I,21017
so,20767
?,20173
af,19876
for,19842
dei,19261
s,18008
aa,17830
„,17657
eg,17312
ein,17097
—,16909
den,16452
var,15891
£,15890
et,15440
o,15092
e,14554
om,14543
1,14371
v.,13977
a,13721
9,13186
men,13131
fom,13087
eller,12958
6,11876
seg,10452
ei,10371
der,10190
de,9991
@,9637
*,9313
meb,9019
inkje,8836
§,8691
me,8649
eit,8551
daa,8551
du,8513
no,7974
av,7968
bet,7835
r,7812
etter,7810
um,7526
adj,7487
11,7377
=,7045
hadde,7020
V,6821
ut,6730
meg,6655
N,6313
Det,6284
8,6258
fo,6182
®,6119
noget,5916
te,5911
fyre,5793
honom,5562
93,5320
ho,5315
ved,5273
Men,5263
B,5147
Han,5103
man,5035
ogfaa,4956
sig,4940
faa,4810
u,4807
an,4631
vil,4625
vera,4611
,4596
ogsaa,4573
tit,4539
denne,4430
aat,4421
saa,4348
5,4277
her,4238
sin,4227
upp,4223
ikke,4203
alle,4182
fraa,4173
alt,4149
li,4071
hava,4045
jvf,4009
kom,3989
inn,3988
Og,3959
bat,3957
va,3902
maa,3897
&,3765
fram,3763
°,3760
b,3731
vilde,3697
hans,3684
4,3684
kan,3676
feg,3670
Stift,3634
be,3594
33,3585
v,3584
ar,3545
Folk,3472
si,3423
d,3414
el,3413
7,3409
bar,3407
c,3388
dat,3353
D,3332
G,3314
0,3270
dette,3255
k,3197
sagde,3176
[,3166
Daa,3163
Eg,3139
vardt,3115
ben,3093
Jf,3093
deim,3076
andre,3032
skulde,3031
deg,3022
har,2995
stal,2975
bm.,2963
gamle,2962
fl.,2960
di,2951
mange,2942
Ord,2908
se,2898
kunde,2869
berre,2861
vel,2812
ti,2799
Sdm,2777
fra,2755
nt,2753
bu,2748
atter,2726
naar,2723
meir,2671
Mann,2655
baa,2629
M,2627
aab,2617
%,2591
F,2584
g,2525
nåar,2510
Dei,2485
stor,2445
