.,511802805
",",419371216
og,241693238
i,196268402
det,127927440
som,124386332
til,115574339
på,115297417
er,110990307
av,110091686
en,108845685
å,107913194
for,89510238
med,85657945
-,85437281
at,83795502
var,75370002
ikke,71321078
«,59562796
den,59479883
»,59295396
de,58963953
),55804585
han,53125388
(,51943421
om,51791686
har,49140176
et,48092780
seg,46585688
jeg,45955201
:,44267699
hadde,42846168
Det,42512496
?,37571349
så,34926925
fra,34403353
hun,34099601
kan,33119584
du,29953274
Jeg,27478275
eller,26331787
ble,25229788
men,25202547
vi,24578370
/,22999119
I,22130915
Han,22087364
ut,20462599
meg,20012207
ved,19578035
være,18729371
også,18629268
skal,18143434
etter,17327829
opp,16726750
noe,16595745
over,16521310
;,16364235
sa,16341059
vil,16256194
kunne,16128692
"""",15950133
ham,15870178
1,15661149
da,15467302
Hun,15230789
andre,14432272
De,14394085
!,14365883
dette,14344673
der,14120576
Men,13842201
bare,13493048
mot,13274237
inn,13104986
2,12943992
noen,12919131
henne,12916327
ha,12845497
to,12754125
',12605375
dem,12470497
ville,12240706
skulle,11704556
må,11531357
alle,11329037
denne,11110504
deg,10928900
enn,10862338
sin,10807618
blir,10694333
når,10650669
Den,10582508
mer,10548879
kom,10452461
hans,9934111
få,9932306
seiv,9872845
3,9792885
the,9654246
Og,9590303
se,9539739
man,9456762
hva,9381051
nå,9273187
vært,9260843
En,9260502
slik,9135003
før,9037720
Vi,8797993
år,8743925
bli,8665950
igjen,8661109
mellom,8659788
a,8634632
hvor,8191987
fikk,8110215
s,8060025
oss,8009537
*,8005526
gikk,8001057
her,7847044
mange,7701724
...,7668831
sammen,7664112
under,7606222
of,7469442
ned,7017094
Dette,6946222
4,6905494
gjennom,6877337
første,6792959
Du,6751126
samme,6732461
gjøre,6547700
kommer,6541946
hennes,6456415
helt,6432891
gang,6402157
siden,6382484
alt,6271195
ta,6222413
hele,6198191
5,6145755
tilbake,6022719
—,6011382
For,5981645
and,5943374
litt,5930664
§,5925214
Da,5886770
mye,5873829
mens,5836771
sine,5829768
uten,5763071
disse,5736942
•,5722869
måtte,5641685
ingen,5618934
annet,5608888
flere,5578255
min,5558775
la,5556814
rundt,5531294
hvordan,5526532
får,5513333
går,5501222
ser,5481361
tok,5377792
Hva,5372602
si,5340117
blitt,5322394
f,5315658
tid,5312380
Så,5306448
sier,5264042
gå,5203566
godt,5148937
nok,5080145
både,5021213
store,5007899
dag,4980148
m,4912477
vet,4880740
6,4826509
in,4803513
■,4701509
sitt,4639991
=,4633813
aldri,4581168
stor,4571014
gjør,4558601
komme,4510232
På,4495847
annen,4422608
>,4401656
rett,4351318
hvis,4341625
gjorde,4328251
tre,4325750
nye,4252173
del,4243073
%,4167079
fordi,4118732
sett,4114474
A,4092838
Når,4069513
barn,4059570
jo,4025192
gi,4016293
kanskje,4008225
7,3967893
like,3944785
10,3931466
o,3887971
0,3884856
],3812003
[,3773283
dere,3761964
hos,3733270
siste,3730453
gir,3696524
satt,3577716
Et,3569563
Ja,3542018
sto,3538905
forhold,3528673
hver,3520227
bort,3504286
alltid,3492666
deres,3485864
tatt,3439925
Hvis,3432966
8,3429922
gjort,3414171
eksempel,3388258
Norge,3382726
ulike,3365766
vel,3329767
derfor,3312044
grunn,3292741
god,3288100
ofte,3278507
fått,3276411
din,3270052
viktig,3268292
<,3264611
”,3254794
måte,3249694
side,3248671
hvert,3236455
frem,3223521
